Progreso;"Estimado/a estudiante, bienvenido/a a la encuesta “Retroalimentación para el Aprendizaje”. El propósito de esta encuesta es favorecer la comprensión acerca de cómo podemos mejorar las prácticas de retroalimentación sobre la evaluación en las universidades. En esta encuesta nos interesa la retroalimentación relacionada con una tarea de evaluación (calificada o no calificada) de una asignatura. Por retroalimentación, nos referimos a la información que ayuda a los estudiantes a mejorar su desempeño en tareas futuras. Completar esta encuesta no debe tomar más de 30 minutos y todas sus respuestas serán anónimas    Si decide hacer parte de este proceso, por favor lea el siguiente consentimiento informado. Agradecemos de antemano su amable participación.     Yo, he sido invitado/a a participar como sujeto en la aplicación virtual de la encuesta ""Retroalimentación para el Aprendizaje"". Los datos recogidos se utilizarán para una investigación que tiene como objetivo generar orientaciones para promover prácticas efectivas de retroalimentación formativa en el contexto universitario. Entiendo que mi participación en el presente estudio es voluntaria y que puedo retirarme en cualquier momento, sin que esto conlleve ningún tipo de penalidad. ¿Estoy de acuerdo en participar en el presente estudio?";P1;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P10.1;P11;P11Otra;P12;P12Otra;P13a;P13b;P13c;P13d;P13e;P13f;P13g;P13h;P13i;P13j;P13jOtra;P13k;P13.1;P14;P14Otra;P15;P16;P16Otra;P17;P18;P18Otra;P19a;P19b;P19c;P19d;P19e;P20;P21a;P21b;P21c;P21d;P22a;P22b;P22c;P22d;P23;P23Otra;P24;P24Otra;P25;P26a;P26b;P26c;P26d;P26e;P26f;P26g;P26h;P26i;P26j;P26j;P26l;P26m;P26n;P26o;P27a;P27b;P27c;P28a;P28b;P29;P30;P31;P32;P33;P33Otra;P34;P34Otra;P35;P36;P36.1;P36.1AMP;P36.2;P37;P37AMP
100;De acuerdo;18 - 23;Humanidades (ej. Arte, Historia y Arqueología, Idiomas y Literatura, Otras Historias y Humanidades);;Estudiante internacional de medio tiempo;Universidad de la Guajira;Licenciatura en etnoeducacion e interculturalidad;Menos de un año;Entre 3.0 y 3.5;En tres;Concepcion y modelos pedagogicos. ;Calificaciones y comentarios;Más alta de lo esperado;Examen corto/quiz;;Trabajé solo;;Antes de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;;Después de la entrega;Muy útiles;Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 1 semana;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Rúbrica calificada;;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;En desacuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;5;4;5;4;Comentarios escritos a mano en una copia impresa,Comentarios escritos a mano en un documento escaneado,Anotaciones electrónicas (ej. Comentarios en Word o PDF);;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente;;El proposito de la retroalimentacion es ayudarnos a mejorar en nuestros desempeños ;Siempre;Frecuentemente;Frecuentemente;Siempre;Siempre;Siempre;Siempre;Frecuentemente;Frecuentemente;Siempre;Ocasionalmente;Siempre;Frecuentemente;Frecuentemente;Rara vez;En desacuerdo;De acuerdo;En desacuerdo;1642220068;1 semestre;El dialogo;La he practicado ;No dialogo bien con nosotros;Hacer mas practicas y hablarnos mas sobre la retroalimentacion;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;24 - 29;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional de medio tiempo;Universidad de la Guajira;Licenciatura en etnoeducación e interculturalidad;Menos de un año;Entre 3.0 y 3.5;En tres;Fundamentos de etnografía;Solo calificación;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Comentarios dados personalmente;;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Rúbrica calificada;;Analizar lo aprendido, hacer una introspección y regaular la forma en la que se expresa lo aprendido. ;Ocasionalmente;Ocasionalmente;Ocasionalmente;Ocasionalmente;Nunca;Ocasionalmente;Siempre;Rara vez;Ocasionalmente;No puedo dar una opinión;Ocasionalmente;Ocasionalmente;Rara vez;Rara vez;Rara vez;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Epistemología;Primer semestre del 2021;Los comentarios era precisos. Estaban en el documento y fue reforzada con una conversación personal. Su particular enfoque en las evidencias de aprendizaje y el las posibilidades de mejorar hizo la diferencia.;Ya entiendo porque debemos reflexionar de forma constante en nuestra postura espistemica. ;Una recibí una nota y ya. ;Tener grupo con menos estudiantes. ;Hombre;;Colombia;;Más de 12 años;No;Sí, otro (Por favor especifique en el siguiente recuadro);Wayuunaikü;Bueno;No;
100;De acuerdo;30 - 35;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad de la Guajira;Licenciatura en  educación interculturalidad;Menos de un año;Entre 3.0 y 3.5;En ninguna;Fundamentacion;Solo calificación;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Comentarios dados personalmente;;Comentarios escritos a mano en una copia impresa,Por lo general no presto atención a los comentarios;;Es para mejorar  lo aprendido y capacitarse más ;No puedo dar una opinión;Frecuentemente;No puedo dar una opinión;No puedo dar una opinión;Frecuentemente;Rara vez;Rara vez;No puedo dar una opinión;No puedo dar una opinión;No puedo dar una opinión;Siempre;Siempre;Siempre;Siempre;Siempre;En desacuerdo;Muy de acuerdo;Muy de acuerdo;Ejercicios de norma;En primer semestre 20 22te;Tener en cuenta las frases correcta para mejorar  al expresar ;Leer mucho para mejorar ;Al leer una frasese;Seguir dando la enseñanza  y avanzar más ;Mujer;;Colombia;;Más de 12 años;No;Sí, otro (Por favor especifique en el siguiente recuadro);En wayunaki;Prefiero no decirlo;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional de medio tiempo;Universidad de la Guajira;Lic. Etnoeducacion ;Menos de un año;Entre 4.1 y 4.5;En cuatro;Consepción y modelo pedagógico;Calificaciones y comentarios;La misma que esperaba;Examen corto/quiz;;Trabajé solo;;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;;Después de la entrega;;Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 2 semanas;Mi profesor;;No podría dar una opinión;Comentarios escritos a mano en un documento impreso;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;5;1;3;1;Comentarios escritos a mano en una copia impresa;;Comentarios escritos a mano en una copia impresa;;Tener más comprensión sobre el tema del que se está hablando, y añadir cosas que posiblemente no se tocaron el dicho tema ;Ocasionalmente;Frecuentemente;Ocasionalmente;Rara vez;Nunca;Frecuentemente;Ocasionalmente;Ocasionalmente;Rara vez;Ocasionalmente;Rara vez;Ocasionalmente;Rara vez;Ocasionalmente;Nunca;De acuerdo;De acuerdo;De acuerdo;Consepción y modelo ;Primer semestre del 2022;Se hizo efectiva por qué nos ayuda a profundizar más ;Se que ha funcionado por que me ayuda a comprender más el tema y complementar más ;Siempre ha sido efectiva ;Aplicarla mucho más en las clases ;Hombre;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;24 - 29;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional de medio tiempo;Universidad de la Guajira;Etnoeducacion ;Menos de un año;Entre 3.6 y 4.0;En dos;Fundamentos etnoeducacion  811211;Calificaciones y comentarios;La misma que esperaba;Presentación oral/exposición;;Trabajé en grupo;;Después de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;;Después de la entrega;;Copia impresa (ej. Documento impreso);;Recibí los comentarios inmediatamente;Mi profesor;;No podría dar una opinión;Comentarios dados personalmente;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;5;4;5;5;Comentarios dados personalmente;;Comentarios dados personalmente;;Recibir la información de manera clara y completa ;Siempre;Siempre;Siempre;Siempre;Frecuentemente;Frecuentemente;Siempre;Frecuentemente;Siempre;Siempre;Siempre;Frecuentemente;Siempre;Frecuentemente;Nunca;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Desarrollo a escala humana ;Primer semestre 2022;Un desarrollo más avanzado del mi conocimiento acerca del tema que se estába tratando ;Aclare dudas , y mejore mi percepción acerca del tema ;Todas me parecieron efectivas y necesarias;Motivación al estudiante ;Hombre;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Humanidades (ej. Arte, Historia y Arqueología, Idiomas y Literatura, Otras Historias y Humanidades);;Estudiante nacional de medio tiempo;Universidad de la Guajira;Licenciatura etnoeducacion e interculturalidad ;Menos de un año;Entre 4.1 y 4.5;En ninguna;Fundamentacion etnografica ;Calificaciones y comentarios;La misma que esperaba;Ensayo escrito;;Trabajé en grupo;;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;;Antes de la entrega,Después de la entrega;Muy útiles;Correo electrónico;;Recibí los comentarios inmediatamente;Mi profesor;;El profesor no brindó comentarios en mi tarea antes de su envío;Anotaciones electrónicas (ej. Comentarios en Word o PDF);;Totalmente de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;5;5;5;4;Rúbrica calificada;;Comentarios dados personalmente;;Mejorar en las falencias, de la asignatura ;Siempre;Ocasionalmente;Ocasionalmente;Siempre;Ocasionalmente;Siempre;Siempre;Rara vez;Nunca;Siempre;Frecuentemente;Siempre;Siempre;Frecuentemente;Siempre;De acuerdo;De acuerdo;En desacuerdo;Desarrollo escala humana ;1 semestre ;La explicacion de la docente sobre la evolucion de las n3cesudades humanas fueron muy claras;Porque  el ser humano lo practica cotidianamente ;La profesora no fue muy clara con lo que quiso dar ;Actividades pedadogigas ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;24 - 29;Ninguna de las anteriores (Por favor indique el área de conocimiento);Licenciaturas en etnoeducación e interculturalidad ;Estudiante internacional a tiempo completo;Universidad de la Guajira;Licenciaturas en Etnoeducación e Interculturalidad ;Menos de un año;Entre 4.1 y 4.5;En dos;Desarrollo humano escala ;Calificaciones y comentarios;La misma que esperaba;Examen;;Trabajé en grupo;;Antes de la entrega;Antes de la entrega;Antes de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;;Antes de la entrega;Muy útiles;Copia impresa (ej. Documento impreso);;Menos de 1 semana;Mi profesor;;El profesor no brindó comentarios en mi tarea antes de su envío;Comentarios dados personalmente;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;5;5;5;5;Comentarios dados personalmente;;Comentarios dados personalmente;;Fortalecer el aprendizaje al estudiante ;Siempre;Siempre;Frecuentemente;Frecuentemente;Nunca;Frecuentemente;Siempre;Rara vez;Siempre;Siempre;Frecuentemente;Frecuentemente;Siempre;Ocasionalmente;Nunca;Muy de acuerdo;De acuerdo;En desacuerdo;Electiva 1;Primer semestre del 2022;Mejorar la calidad de aprendizaje ;Con un mejor aprendizaje ;La retroalimentacion para mi fue efectiva ;Más aprendizaje ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ninguna de las anteriores (Por favor indique el área de conocimiento);Licenciatura de educación intercultural ;Estudiante nacional a tiempo completo;Universidad de la Guajira;Educación interculturalidad ;Menos de un año;Mayor a 4.5;En cuatro;Modelos emergentes ;Calificaciones y comentarios;La misma que esperaba;Ensayo escrito,Presentación oral/exposición,Examen,Examen corto/quiz,Diario/blog/texto de reflexión;;Trabajé en grupo;;Antes de la entrega,Después de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;;Después de la entrega;Extremadamente útiles;Copia impresa (ej. Documento impreso),Correo electrónico,Plataforma educativa (ej. LMS, Moodle, Brightspace),Software de detección de plagios (ej. Turnitin);;Recibí los comentarios inmediatamente;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios dados personalmente;;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;5;5;4;5;Comentarios dados personalmente;;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente;;Es tener la idea más clara sobre el tema dado el cual será evaluado y no corcharse en el parcial ;Siempre;Siempre;Siempre;Frecuentemente;Frecuentemente;Siempre;Siempre;Siempre;Siempre;Ocasionalmente;Siempre;Siempre;Siempre;Frecuentemente;Nunca;No puedo dar una opinión;No puedo dar una opinión;No puedo dar una opinión;Epistemologia ;2022;Enseñarnos sobre todo los métodos de aprendizaje y como podíamos utilizar muy bien la táctica para la educación ;Por que me ah ido muy bien después de el parcial ;La verdad fue una que me dio una profesora que explico de un tema qué no tenía nada que ver con el taller ;Asta a hora las retraimientaciones han sido muy buenas ;Mujer;;Colombia;;Más de 12 años;No;Sí, otro (Por favor especifique en el siguiente recuadro);Wayuunaikií;Excelente;No;
100;De acuerdo;30 - 35;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional de medio tiempo;Universidad de la Guajira;Licenciatura en etnoeducación e interculturalidad. ;Menos de un año;Entre 3.6 y 4.0;En dos;Electiva I ;Calificaciones y comentarios;La misma que esperaba;Ensayo escrito;;Trabajé solo;;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;;Antes de la entrega;Muy útiles;Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 2 semanas;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios dados personalmente;;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;5;5;4;4;Rúbrica calificada;;Rúbrica calificada;;tener un mejor entendimiento para nuestra vida profesional y personal.;Siempre;Siempre;Siempre;Siempre;Nunca;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Nunca;En desacuerdo;En desacuerdo;En desacuerdo;fundamentos e la etnoeducación ;2022 primer semestre ;dinámica y así el mensaje fue claro.;debido a los nuevos conocimientos y puestos en practica. ;ninguna;Brindar menos teorías  a la practica para así poder desempeñarnos mas en el campo laboral. ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional de medio tiempo;Universidad de la Guajira;Licenciatura en etnoeducacion e interculturalidad ;Menos de un año;Entre 3.6 y 4.0;En ninguna;Desarrollo a escala humana ;Calificaciones y comentarios;La misma que esperaba;Presentación oral/exposición;;Trabajé en grupo;;Antes de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Después de la entrega;;Antes de la entrega,Después de la entrega;Muy útiles;Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 2 semanas;Mi profesor;;El profesor no brindó comentarios en mi tarea antes de su envío;Comentarios dados personalmente;;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;5;5;5;2;Comentarios dados personalmente;;Grabación de audio;;Comprender, activar la mente, entender las temáticas. ;Ocasionalmente;Siempre;Siempre;Frecuentemente;Rara vez;Siempre;Frecuentemente;Ocasionalmente;Ocasionalmente;Siempre;Ocasionalmente;Siempre;Rara vez;Frecuentemente;Nunca;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Epistemologia de la investigación ;Primer semestre 2022;Uso de diapositivas, de pizarra, con ilustraciones de gráficas .;Porque he mejorado un poco más que antes en mi proceso de formación. ;En una diapositivas porque no explico muy bien la temática,  no tuvo el dominio en los conceptos. ;Utilizar diferentes herramientas, como la diapositivas, que el profesor explique de manera muy entendible,  utilizando la pizarra donde muestre algunas palabras desconocidas. ;Mujer;;Colombia;;Más de 12 años;No;Sí, otro (Por favor especifique en el siguiente recuadro);Wayunaiki ;Medio;No;
100;De acuerdo;30 - 35;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad de la Guajira;Programa de licenciatura en etnoeducacion e interculturalidad ;Menos de un año;Entre 4.1 y 4.5;En una;Fundamento etnografico;Calificaciones y comentarios;La misma que esperaba;Ensayo escrito;;Trabajé solo;;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Docente;Antes de la entrega;Moderadamente útiles;Correo electrónico;;Menos de 1 semana;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios dados personalmente;;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;2;2;3;3;Comentarios dados personalmente;;Comentarios dados personalmente;;El propósito es el saber las hacer las tareas;Ocasionalmente;Ocasionalmente;Siempre;Siempre;Frecuentemente;Siempre;Siempre;Ocasionalmente;Rara vez;Frecuentemente;Nunca;Frecuentemente;Siempre;Siempre;Rara vez;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Fundamento etnografico;Primer semestre 2022;Bueno primer semestre es tan normal en una universidad está tarea que asignó el profesor fue de una investigación tema la etnografia de una comunidad indígena su aporte a esta investigación fue muy estricta;Me ha funcionado por qué con estás retroalimentación he estado más inquieto en la parte de investigar;No en mi caso fue personal y fue efectiva ;Pues debe de estar en actitud el profesor en todos los aspectos y su disposición de acuerdo a su criterios ;Hombre;;Colombia;;Más de 12 años;No;Sí, otro (Por favor especifique en el siguiente recuadro);Wayuunaiki;Bueno;No;
100;De acuerdo;24 - 29;Ninguna de las anteriores (Por favor indique el área de conocimiento);Licenciatura en Etnoeducacion e interculturalidad ;Estudiante nacional de medio tiempo;Universidad de la Guajira;Licenciatura en Etnoeducacion e interculturalidad ;Menos de un año;Entre 3.6 y 4.0;En tres;Electiva l;Calificaciones y comentarios;Más alta de lo esperado;Presentación oral/exposición,Examen;;Trabajé en grupo;;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Docente ;Antes de la entrega;Muy útiles;Copia impresa (ej. Documento impreso);;Menos de 1 semana;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios dados personalmente;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;4;4;4;4;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Grabación de audio;;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente;;Fortalecer el aprendizaje de los estudiantes y ser mejores Cada día en su proseso.;Siempre;Siempre;Siempre;Siempre;Nunca;Siempre;Siempre;Nunca;Siempre;Siempre;Siempre;Siempre;Nunca;Ocasionalmente;Nunca;En desacuerdo;En desacuerdo;En desacuerdo;Epistemología de la investigación ;Segundo semestre de 2022 ;La forma como la profesora hizo la retroalimentación, buena explicación para entender mejor el tema ;Mediante los resultados obtenidos después de esa retroalimentación y los aprendizajes obtenidos.;Asta el momento todas las retroalimentación que he recibido han sido para mejorar en mi proseso ;Nada ;Mujer;;Colombia;;Más de 12 años;No;Sí, otro (Por favor especifique en el siguiente recuadro);Wayuunaiki ;Muy bueno;No;
100;De acuerdo;30 - 35;Ninguna de las anteriores (Por favor indique el área de conocimiento);Licenciatura en Etnoeducacion e interculturalidad ;Estudiante nacional de medio tiempo;Universidad de la Guajira;Licenciatura en Etnoeducacion e Interculturalidad ;Menos de un año;Mayor a 4.5;En más de cinco;Electiva I ;Calificaciones y comentarios;Más alta de lo esperado;Presentación oral/exposición;;Trabajé en grupo;;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Ningun0;Antes de la entrega;;Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 1 semana;Mi profesor;;No podría dar una opinión;Anotaciones electrónicas (ej. Comentarios en Word o PDF);;De acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;4;5;5;5;Comentarios dados personalmente;;Comentarios dados personalmente;;Para profundizar el aprendizaje y conocimiento y desarrollo del estudiante ;Siempre;Ocasionalmente;Frecuentemente;Siempre;No puedo dar una opinión;Siempre;Siempre;Siempre;Frecuentemente;Siempre;Siempre;Siempre;Siempre;Ocasionalmente;Nunca;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Desarrollo escala humana ;Primer semestre del 2022;Fue sobre la autoestima y autoeficacia ;Funciona como una gran aportación para la vida personal ;Epistemologia del sur Se me dificulta entender no le encuentro su origen en definición a su política.;Colocar tutores en la universidad ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;30 - 35;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional de medio tiempo;Universidad de la Guajira;Licenciatura etno educación interculturalidad;Menos de un año;Entre 3.6 y 4.0;En ninguna;Desarro humano;Solo comentarios;;Ensayo escrito;;Trabajé solo;;Antes de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;;Después de la entrega;Muy útiles;Correo electrónico;;Menos de 1 semana;Mi profesor;;No podría dar una opinión;Anotaciones electrónicas (ej. Comentarios en Word o PDF);;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;5;5;4;4;Anotaciones electrónicas (ej. Comentarios en Word o PDF);;Anotaciones electrónicas (ej. Comentarios en Word o PDF);;Explicar, errores ,forlalezas;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;De acuerdo;De acuerdo;De acuerdo;Desarro humano;Primer semestres del 2022;La forma de hablar el profesor saber explicar ;Por que e aprendido de los errores ;Mejoramiento en aprendizaje;Compresión ;Hombre;;Colombia;;Más de 12 años;No;Sí, otro (Por favor especifique en el siguiente recuadro);Wayuunaiki;Bueno;No;
100;De acuerdo;24 - 29;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional de medio tiempo;Universidad de la Guajira;Licenciatura en etnoeducacion e interculturalidad;Menos de un año;Entre 4.1 y 4.5;En una;Concepción y modelos pedagógicos contemporáneo y emergente ;Calificaciones y comentarios;Más alta de lo esperado;Ensayo escrito,Presentación oral/exposición,Examen corto/quiz;;Trabajé en grupo;;Antes de la entrega;Antes de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;;Antes de la entrega;Muy útiles;Correo electrónico;;Menos de 1 semana;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios dados personalmente,Grabación de audio;;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;5;5;5;5;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Grabación de audio;;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Grabación de audio;;La retroalimentación no ayuda a mejor y tener un calidad de aprendizaje ;Siempre;Siempre;Siempre;Siempre;Ocasionalmente;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Rara vez;Rara vez;Siempre;Muy de acuerdo;De acuerdo;Muy en desacuerdo;Concepción modelo pedagógicos comtemporaneo c;1 semestre;Estar atenta tener apuntes ,participar ;Se reflejo en el momento de las exámenes , trabajo, corregir algunos herrores etc.;Porque no tuvo ese impacto en los estudiantes ;Llevarlos a los estudiantes capacitaciones sobre como puede mejor una cálida educativa con dinámicas que puedan llamarle la atención. ;Mujer;;Colombia;;Más de 12 años;No;Sí, otro (Por favor especifique en el siguiente recuadro);Wayunaiki ;Muy bueno;No;
